label,content
10, document_id from st902415 pip.cc.brandeis.edu adam levin subject re best sportwriters ... in article c5k7nk.7tv news.cso.uiuc.edu rkoffler ux4.cso.uiuc.edu bighelmet writes csc2imd cabell.vcu.edu ian m. derby writes since someone brought up sports radio howabout sportswriting i happen to be a big fan of jayson stark he is a baseball writer for the philadelphia inquirer every tuesday he writes a `` week in review '' column he writes about unusual situations that occured during the week unusual stats he has a section called `` kinerisms of the week '' which are stupid lines by mets brodcaster ralph kiner every year he has the lgtgah contest that stands for `` last guy to get a hit '' he also writes for baseball america that column is sort of a highlights of `` week in review '' if you can check his column out sometime he might make you laugh might you 'd have to have no sense of humor at all not to my favorite stuff are the zero heros players who have n't hit homers in a long time the lgtgah who is that named after i ca n't remember and the box score line of the week incidentally i just found out that the column has been moved to sundays i get my dad to send it to me up here in boston every week great stuff adam `` a phaithful phillies phan '' levin
10, document_id from cmk athena.mit.edu charles m kozierok subject re jack morris in article 1993apr19.024222.11181 newshub.ariel.yorku.ca cs902043 ariel.yorku.ca shawn luddington writes in article 1993apr18.032345.5178 cs.cornell.edu tedward cs.cornell.edu edward ted fischer writes in article 1993apr18.030412.1210 mnemosyne.cs.du.edu gspira nyx.cs.du.edu greg spira writes howard_wong mindlink.bc.ca howard wong writes has jack lost a bit of his edge what is the worst start jack morris has had uh jack lost his edge about years ago and has had only one above average year in the last 5. again goes to prove that it is better to be good than lucky you can count on good tomorrow lucky seems to be prone to bad starts and a bad finish last year yes i am enjoying every last run he gives up who was it who said morris was a better signing than viola hey valentine i do n't see boston with any world series rings on their fingers oooooo cheap shot damn morris now has three and probably the hall of fame in his future who cares he had two of them before he came to toronto and if the jays had signed viola instead of morris it would have been frank who won and got the ring and he would be on his way to this year too. therefore i would have to say toronto easily made the best signing your logic is curious and spurious there is no reason to believe that viola would n't have won as many games had he signed with toronto when you compare their stupid w-l records be sure to compare their team 's offensive averages too now looking at anything like the morris-viola sweepstakes a year later is basically hindsight but there were plenty of reasons why it should have been apparent that viola was the better pitcher based on previous recent years and also based on age frank is almost years younger how many knew that people got caught up in the '91 world series and then on morris wins last year wins are the stupidest most misleading statistic in baseball far worse than rbi or r. that he won just means that the jays got him a lot of runs the only really valid retort to valentine is were n't the red sox trying to get morris too oh sure they said viola was their first choice afterwards but what should we have expected they would say and do n't tell me boston will win this year they wo n't even be in the top in the division more like 6th if this is true it wo n't be for lack of contribution by viola so who cares charles
10, document_id from sepinwal mail.sas.upenn.edu alan sepinwall subject re wfan in article c5jc3z.knd news.udel.edu philly ravel.udel.edu robert c hite writes in article 1993apr15.151202.3551 virginia.edu jja2h virginia.edu `` '' writes does any one out there listen to wfan for those of you who do not know what i am talking about it is an all sports radio staion in new york on a clear night the signal reaches up and down the east coast in particular i want to know how len berman and mike lupica 's show is i go to school in virginia so i ca n't listen when there are on during the day just wondering you 're right about the signal being strong i live in west philadelphia and i can get fan almost perfectly it 's a sports fans dream especially if that person is from ny and wants to hear about his teams while he's away at school as for lupica berman it 's turned out to be lupica then berman neither of them wanted to work a full four hour show so ed coleman and dave sims old four-hour slot was broken down into two seperate two-hour show lupica from 10-12 and berman from 12-2 and they both happen to suck in comparison to eddie and dave come back guys the fan is an okay sports radio station but does n't come close to the ultimate in sports radio wip in philadelphia the signal might not be as powerful but then again only stations in new york feel `` obligated '' to pollute everyone else 's airwaves with a bunch of hoodlum mets fans complaining hours a day wip took two of your best sports jockeys too jody macdonald and steve fredericks wip is rockin with sports talk from 5:30 am till midnight check it out anytime your within a few hours of philadelphia if i 'm not mistaken wip has the highest sports talk ratings in the nation like i said i live in philly so i can hear fan and/or wip whenever i want but i can not stand wip and it is n't because i loathe the philly sports teams the phillies are my favorite nl team yanks are favorite al and the eagles are n't too bad either there are two big problems total emphasis on the home teams especially the eagles unlike the fan hosts who can at least answer a question about an out-of-town team if a caller asks the wip hosts seem to have no clue about any team that does n't play on broad street also fans periodic sports updates every minutes gives sports news and scores from around the country it 's very rare to hear an out-of-town score being reported on wip the hosts with the exception of jody macdonald who i miss from his days at fan none of the hosts really seems to have both a broad knowledge of the sport or a good on-air presence the worst is gary cobb who seems to have been hired solely on the basis that he used to play for the eagles anyway that 's my two cents on the whole fan vs wip battle -alan
10, document_id from thf2 kimbark.uchicago.edu ted frank subject re sandberg runs rbis was re notes on jays vs. indians series in article c5jqby.m7a news.rich.bnr.ca bratt crchh7a9.nosubdomain.nodomain john bratt writes rbis and runs scored are the two most important offensive statistics you can talk about obp and slg all you want but the fact remains the team that scores more runs wins the game -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- flame away so what does that have to do with rbi 's the team with the most rbi's does n't necessarily win the game yes runs are the most important statistice -- for a team so why does every newspaper rank team offense by batting average but for an individual player runs and rbis are context-dependent and tell us very little about the player himself and more about his teammates and position in the batting order -- ted frank thf2 kimbark.uchicago.edu i 'm sorry the card says `` moops '' the u of c law school standard disclaimers
10, document_id from dtate+ pitt.edu david m. tate subject re notes on jays vs. indians series substituting irony for brains bruce klopfenstein said dtate+ pitt.edu david m. tate writes of course they left rbis off we 're comparing alomar the individual with baerga the individual so only individual stats count i forgot most runs are scored by players stealing home so rbi don't count for anything uh right you also forgot that you ca n't get an rbi barring a hr with nobody on base what fraction of all runs come on solo hr most runs are scored because there happened to be players on base when the batter did something good i use the phrase `` happened to be '' advisedly lots of people have tried to figure out who the players are who have the most ability to `` turn it up a notch '' in clutch/rbi/whatever situations and what they 've found is that there is no evidence that anyone has such an ability to any measurable extent there are no clutch hitters people who tend to do things that would cause an rbi if there were somebody on base end up getting rbis proportional to how many of their teammates obliged by being in position my mistake i agree -- david m. tate dtate+ pitt.edu greetings sir with bat not quick member iie orsa tims sabr hands not soft eye not discerning and in denver they call you a slugger `` the big catullus '' galarraga and compare you to my own mattingly
10, document_id from tedward cs.cornell.edu edward ted fischer subject re jack morris in article 1993apr19.024222.11181 newshub.ariel.yorku.ca cs902043 ariel.yorku.ca shawn luddington writes hey valentine i do n't see boston with any world series rings on their fingers yah so damn morris now has three and probably the hall of fame in his future he certainly did n't earn his last one how many games did he blow in the world series all of the ones he started therefore i would have to say toronto easily made the best signing oh yes definitely therefore morris is better than clemens do n't give me that shit if boston had alomar olerud henke and ward while toronto had rivera jack clark jeff reardon things would have looked a little different last fall give credit where credit is due this lavishing of praise on morris makes me sick and do n't tell me boston will win this year they wo n't even be in the top in the division more like 6th i 'm willing to bet they do n't finish sixth i 'm also willing to bet they do n't finish first and if you give me 3-2 odds i 'm willing to bet that they finish ahead of the blue jays -valentine
10, document_id from re4 prism.gatech.edu russell earnest subject re players rushed to majors in article 1993apr15.145753.21557 holos0.uucp lbr holos0.uucp len reed writes in article c5hq3o.g4p tss.com hanson tss.com hanson loo writes did n't bob horner go straight from arizona state univ to the atlanta braves i remember he had one great month hitting dingers and then the next i heard he was in japan a month well he did have a short career -- compared to what one might have expected for such a highly touted prospect -- due to being injury prone overweight and having no work ethic but he certainly did not suffer from being rushed to the bigs sorry len this is exactly how he suffered from being rushed to the bigs being overweight and having no work ethic leading to being injury prone with nothing to loose might have been corrected in richmond did you intend a smiley after your comment this brings back the long suffering memories of pre-chop braves fans who kept being promised the bob horner dale murphy back to back power slam who could stop that guess we 'll never know p.s rocky fans are there any yet is dale getting any playing time out there i plan to be at the game on june 28th they 'll have to play him then -- '' read that to memory and process it '' russell earnest georgia institute of technology atlanta georgia uucp ... allegra amd hplabs seismo ut-ngp gatech prism re4 arpa russell.earnest housing.gatech.edu
10, document_id from paula koufax.cv.hp.com paul andresen subject re braves pitching updatedir in article 1993apr15.001211.18457 adobe.com snichols adobe.com sherri nichols writes in article 1993apr14.200649.12578 pts.mot.com ep502dn pts.mot.com writes this certainly passes the `` common sense test '' for me but is there any statistical evidence to say what percent of defense is pitching and what percent is fielding not yet i wish there were it 's much more difficult to tease these apart than to tease apart scoring runs and preventing runs and thus we come to one of the true beauties of baseball these things along with many others will never be separated almost everything in baseball is situational and interdependent this is what allows us to carry on all the arguments that we have if everything could be explained and balanced on a statistical basis none of the wonder and mystery would be left why we might have to resort to just going out the ballyard and enjoy the game itself -- paul feeling a little anti-stathead today -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- we will stretch no farm animal beyond its natural length paula koufax.cv.hp.com paul andresen hewlett-packard -750-3511 home nw mckinley corvallis or -752-8424 a sabr member since
10, document_id from mjones watson.ibm.com mike jones subject re hbp bb big-cat kubey sgi.com ken kubey writes and finally i 'd like to point out that many high obp guys draw their walks more because pitchers are afraid to throw a strike to them than because they have a great `` eye '' this comes up periodically and i just do n't get it take for example mark mcgwire he walked times in if that 's not a potential great example of what you 're talking about then i do n't know what is now let 's look at what happens when mcgwire does n't walk of the time he made an out of the time he hit a single of the time he hit a double of the time he hit a homer now you 're pitching against mcgwire would you trade walks for homers double singles and outs i would why give him the base when you can get him out times out of then there are guys like alex cole who has a career .363 obp even though he 's never had a batting average over .300 he did hit .300 in ab in or hit a single home run yep that 's right he's never hit a homer in ab 's through the end of 1992. who 'd be afraid to throw a strike to him mike jones aix high-end development mjones donald.aix.kingston.ibm.com i 've never been prejudiced by sex entertained yes but never prejudiced justice dan snow walter matthau
10, document_id from dougr meaddata.com doug ritter subject re expanded nl strike zone was re a surfeit of offense in article news.duke.edu fierkelab bchm.biochem.duke.edu eric roush writes in article 1993apr14.160447.17835 cs.cornell.edu tedward cs.cornell.edu edward ted fischer writes we wo n't really be able to say anything for at least another couple of weeks but so far it looks like a homerific season might the umps be squeezing the strike zone watching the braves on tbs i would have said that the strike zone in the nl has expanded this season specifically it appears that the strike zone has moved above the belt yeah the announcers have commented on that also but it was also my perception however the strike zone has n't climbed all the way up to '' the letters '' it 's more like a little ways under the letters any other perceptions out there judging by the way the reds pitchers have performed thus far it appears to me that the zone has been squeezed to the size of a grape 1/2 -- =============================================================================== douglas n. ritter dougr meaddata.com life is short ride hard .. uunet meaddata dougr
11, document_id from jca2 cec1.wustl.edu joseph charles achkar subject re the hawks will return to the finals in article 1qk0k4 itg uxa.ecn.bgu.edu cubrj uxa.ecn.bgu.edu brian johnson writes well now that the hawks have won the division the road is a little easier for the playoffs let toronto and detroit beat the hell out of each other while chicago sweeps st.louis that just makes it easier in ^^^^^^^^^^^^^^^^^^^^^^^^ brian do n't be so sure the blues played the hawks pretty well this season and won twice at the stadium the blues will give the hawks a hard time this series is one of the best first round matchups could go either way the hawks will probably prevail in seven games __ ______________ ____________________________________  _ ____________/ a l l e z l e s b l u e s __________/ ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ________/ _______/ joe ashkar contact for the blues saint louis jca2 cec1.wustl.edu ___ blues
11, document_id from dmjewlal chemical.watstar.uwaterloo.ca derrick m. jewlal subject re plus minus stat in article 1993apr14.174828.13445 ramsey.cs.laurentian.ca maynard ramsey.cs.laurentian.ca roger maynard writes from maynard ramsey.cs.laurentian.ca roger maynard subject re plus minus stat date wed apr 17:48:28 gmt in dreier.93apr14092901 jacobi.berkeley.edu dreier jacobi.berkeley.edu roland dreier writes selanne 's +7 leads the jets teppo numminen is +4 who do you think is better defensively ron francis of the penguins is +5 although he has points while jaromir jagr has only points but is +30 is jagr really better on defense than francis and how exactly should we interpret the fact that mario lemieux has by far the highest +/- in the league does he get the selke as well as the ross the plus/minus does not measure defense alone it attempts to measure a player 's total contribution to the team effort and certainly it is far from perfect and my posting never implied otherwise all that my posting suggested was that the +/- was a better indicator of a player 's effectiveness when examined in the context of that player's team 's performance than mere scoring totals alone and as for mario getting the selke why not after doug gilmour i would rather have lemieux on the ice in any situation other than as an enforcer obvi- ously than any player in the game i used to call the selke the `` bob gainey award '' it came about as a result of the statement made by anatoli tarasov `` bob gainey is the best hockey player in the world '' i am sure that tarasov was either misquoted originally or had a tiny bit too much vodka and was toying with a reporter in any event the nhl decided to honour one dimensional checkers along with one dimen- sional scorers maybe the league should start awarding the `` doug gil- mour award '' anually to the league 's most effective all-round player cordially as always rm -- roger maynard maynard ramsey.cs.laurentian.ca hey what about the `` roger maynard award '' for the most annoying fan .... ======================================================== derrick m. jewlal laurel st. apt waterloo
11, document_id from ferguson cs.rochester.edu george ferguson subject re abc coverage in article cfoy0mw00uh_41jndv andrew.cmu.edu anna matyas am2x+ andrew.cmu.edu writes thorne is good and i 've always been a fan of clement but i miss mike emrick my boyfriend who is not a hockey fan even looked up at one point and said `` these guys are pretty good announcers '' this is the same guy who said that rick tocchet looks like charles bronson ... did your boyfriend comment on the fact that clement looks like a walking ad for brillo pad hair replacement therapy the guy 's just a stuffed shirt who thinks he 's the greatest hockey analyst since howie meeker for gosh sakes i 'll take schoenie any day george -- george ferguson arpa ferguson cs.rochester.edu dept of computer science uucp rutgers rochester ferguson university of rochester vox 275-2527 rochester ny 14627-0226 fax 461-2018
11, document_id from stamber rainbow.ecn.purdue.edu kevin l. stamber subject re pens playoff radio coverage was re radio stations in article gp2011-200493131949 m248-68.bgsu.edu gp2011 andy.bgsu.edu george pavlic writes nooooooooooooooooo who 's the mindscheme behind this one -- ted simmons as the saying goes `` if it ai n't broke do n't fix it '' i 'm miles from home during the school year and will never be able to pick up dve at least now i can sort of make out what mike and steigy say through all the static on kdka this just may be enough reason for me to transfer to duquesne and live at home who 's going to announce on dve anyway paulson and krenn just kidding george do n't kid around ... they just might listen kevin l. stamber purdue university waiting to hear 'free bird as the new penguins theme
11, document_id from kkeller mail.sas.upenn.edu keith keller subject playoff pool well i looked at the scoring plan i had and have decided to modify it here is the new finalized scoring pick 1st round winner way off on games '' `` `` `` pick within one game '' `` `` `` pick exact games pick 2nd round winner way off on games '' `` `` `` pick within one game '' `` `` `` pick exact games pick conference champ way off on games '' '' '' pick within one game '' '' '' pick exact games pick stanley cup winner way off on games '' '' `` `` pick within one game '' '' `` `` pick exact games pick loser in series goes pick loser in game decided in ot these are now final anyone needing a copy of the entry sheet email me at the address below -- keith keller let 's go rangers let 's go quakers kkeller mail.sas.upenn.edu ivy league champs `` when i want your opinion i 'll give it to you ''
11, document_id subject travesty at the joe louis from caldwell8102 mtroyal.ab.ca detroit april in a development that shocked most knowledgable observers the detroit redwings scored no less than six goals against the best goaltender in the world en route to a 6-3 win over the best team in the nhl the toronto maple leafs the leafs could not be faulted as they completely dominated the inferior detroit squad and clearly deserved to win only the biased officiating of andy van hellemond and the idiots that insisted upon throwing an octopus on the ice at every stoppage in an obvious attempt to distract the superior visiting side prevented an all-out massacre of the wings by the league 's best team alan p.s this is sweet roger so sweet i look forward to the next installment on wednesday night i trust you do too
11, document_id from holland geop.ubc.ca stephen holland subject re my predictions of a classic playoff year in article ac.dal.ca 06paul ac.dal.ca writes stanley cup finals toronto maple leafs vs montreal canadiens the classic stanley cup final matchup -- -also a dream come true montreal wins the stanley cup in the 7th game in double overtime you know ... after i finished laughing i thought this would be a great final two canadian teams with lots of tradition and all that don cherry nonsense behind them and a nail-biter finish of course i would prefer a vancouver -- montreal final with vancouver scoring the final goal .... pity neither will happen steve holland
11," document_id from martin d. hill 32gfkkh cmuvm.csv.cmich.edu subject re nhl team in milwaukee well put jason i am not from wisconsin but i have close relatives who live in port washington about minutes north of milwaukee i visit the city regularly and i have been in the bradley four times to see the admirals play and the ncaa hockey championships it is a beautiful building the pettits and the city like to promote it as the best facility for hockey in north america as to what will happen with the admirals if milwaukee does acquire a franchise word is the team will move to green bay and play in the brown county arena once again the admirals are an independent franchise and the people of milwaukee have been supporting them well the games i have been to have seen crowds anywhere from 10,000 to 13,000 which are numbers some nhl teams i.e the islanders hartford new jersey would be envious of having on some nights plus the fact that the city is able to support a minor league franchise without the glamour of having an nhl club affiliated to it is testimony to the amount of hockey interest exists in the city sincerely martin hill rt box 155b sault ste marie mi home of lssu go lakers p.s anybody know what the attendance figures are for the ihl and how milwaukee stacks up against other ihl cities such as atlanta phoenix san diego cleveland and cincinnati if so please reply"
11, document_id from robbie po rap115 psuvm.psu.edu subject re let 's go buffalo in article afpiknm00wbli1isj1 andrew.cmu.edu `` william k. willis '' ww1a+ andrew.cmu.edu says you know i never really appreciated them before looks like bob errey 's ring really sparkles in that locker room and everyone else wants one too correct me if i 'm wrong though just through the net not through e-mail i do n't need rl 's in my e-mail but wasn't boston down 2-0 vs. buffalo last year boston lost and at home and won and in buffalo whoever wins game will advance simple as that -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- robbie po pgh penguins `` we do what comes naturally patrick division semi 's all time record you see now wait for the penguins devils season win streak+ possibility do n't you see a penguins lead 2-0 playoff win streak strong resemblance ... '' -dg '89
